CòdClienteImpakto;CódProImpakto;Item;Qtde;$ Unitário;$ Total;Unidade;Setor;SETOR2
208831;21248;Limpador festa flores bouquet 500 ml aja                ;6;10.5;63;XPTO;53;CARTIER SHOPPING IGUATEMI
208831;20073;Saponaceo cremoso classico 250 ml radium                ;1;8.85;8.85;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;31132;Vassoura multiuso com cabo azul ref 9673                ;1;18.9;18.9;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;20837;Alcool 70 desinfetante 1 l itaja                ;2;6.95;13.9;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;20805;Lustra moveis 200 ml lavanda destac                ;1;11.9;11.9;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;20739;Detergente clear 500 ml ype                ;5;2.8;14;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;20740;Agua sanitaria 1 l super candida                ;2;3.89;7.78;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;32165;Esponja dupla face anti aderente azul re                ;4;1.69;6.76;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;31066;Saco alvejado grande un                ;3;4.39;13.17;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;29410;Flanela 28 cm x 38 cm unitaria branca ca                ;3;1.1;3.3;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;21660;Limpador multiuso 500 ml gold veja promo                ;1;6.15;6.15;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;29203;Sabao em po 800 g caixinha tyxan                ;1;15.45;15.45;XPTO;56;CURB EMPREENDIMENTOS E PATICIPACOES
208831;20088;Luva soft media verde latex ca 5129 sanr                ;4;5.99;23.96;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;21137;Flanela unitaria 28 x 58 branca saga                ;5;1.59;7.95;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;31132;Vassoura multiuso com cabo azul ref 9673                ;1;18.9;18.9;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;29183;Sabao em pedra 180 g glicerinado ype                ;1;3.39;3.39;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;20073;Saponaceo cremoso classico 250 ml radium                ;2;8.85;17.7;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;20837;Alcool 70 desinfetante 1 l itaja                ;3;6.95;20.85;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;31290;Rodo plastico duplo 40 cm cabo 1,20 m x                ;1;12.5;12.5;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;21392;Limpador flores vermelhas & seducao 500                ;4;5.99;23.96;XPTO;57;BETA DO BRASIL COM.DE MAQ.E FERRAM.LTDA
208831;20739;Detergente clear 500 ml ype                ;5;2.8;14;XPTO;61;KERING
208831;40356;Saco de lixo 100 l preto p.20                ;1;51.6;51.6;XPTO;61;KERING
208831;40042;Saco de lixo 60 l preto i.t                ;1;28;28;XPTO;61;KERING
208831;21248;Limpador festa flores bouquet 500 ml aja                ;4;10.5;42;XPTO;61;KERING
208831;20739;Detergente clear 500 ml ype                ;6;2.8;16.8;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;21294;Saponaceo cremoso 300 ml facilita                ;3;3.99;11.97;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20837;Alcool 70 desinfetante 1 l itaja                ;5;6.95;34.75;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;21555;Limpador 5 l multiuso thames                ;1;23.95;23.95;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20085;Luva top grande amarela latex ca 40.044                ;6;8.8;52.8;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20752;Desinfetante floral 5 l gold                ;2;22.95;45.9;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;21660;Limpador multiuso 500 ml gold veja promo                ;6;6.15;36.9;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;30136;Vassoura multiuso com cabo fiory shangri                ;3;11.5;34.5;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;31268;Escova oval base madeira                ;2;2.99;5.98;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;32165;Esponja dupla face anti aderente azul re                ;1;1.69;1.69;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;21317;Fibra limpeza pesada british                ;4;2.89;11.56;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20746;Agua sanitaria 5 l facilita                ;3;12.89;38.67;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;21455;Desengraxante perfumado 5 l beck pine (3                ;1;68.55;68.55;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;31214;Cabeleira mop agua cortada com rosca bra                ;2;17.9;35.8;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;29183;Sabao em pedra 180 g glicerinado ype                ;5;3.39;16.95;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20084;Luva top media amarela latex ca 40.044 s                ;6;8.8;52.8;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;31066;Saco alvejado grande un                ;8;4.39;35.12;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;29410;Flanela 28 cm x 38 cm unitaria branca ca                ;8;1.1;8.8;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20805;Lustra moveis 200 ml lavanda destac                ;5;11.9;59.5;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;20765;Detergente neutro 5 l max                ;1;46.3;46.3;XPTO;64;TAGMA BRASIL IND.E COM.DE PROD QUIMICOS
208831;31066;Saco alvejado grande un                ;4;4.39;17.56;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;20740;Agua sanitaria 1 l super candida                ;4;3.89;15.56;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;13546;Luva vinil sem amido g 100 un inoven                ;2;18.9;37.8;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;32165;Esponja dupla face anti aderente azul re                ;4;1.69;6.76;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;20805;Lustra moveis 200 ml lavanda destac                ;2;11.9;23.8;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;21248;Limpador festa flores bouquet 500 ml aja                ;4;10.5;42;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;29203;Sabao em po 800 g caixinha tyxan                ;1;15.45;15.45;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;21310;Flanela unitaria 28 x 38 branca saga                ;5;1.1;5.5;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;21317;Fibra limpeza pesada british                ;3;2.89;8.67;XPTO;66;PNBY GESTORA DE RECURSO LTDA
208831;20821;Detergente clear 5 l ype                ;1;27.5;27.5;XPTO;67;GRUPO PLANETA
208831;20073;Saponaceo cremoso classico 250 ml radium                ;2;8.85;17.7;XPTO;67;GRUPO PLANETA
208831;20837;Alcool 70 desinfetante 1 l itaja                ;6;6.95;41.7;XPTO;67;GRUPO PLANETA
208831;31215;Aplicador universal graduado 500 ml tran                ;4;4.8;19.2;XPTO;67;GRUPO PLANETA
208831;21317;Fibra limpeza pesada british                ;6;2.89;17.34;XPTO;67;GRUPO PLANETA
208831;20084;Luva top media amarela latex ca 40.044 s                ;1;8.8;8.8;XPTO;70;BRUNELLO FASANO
208831;21248;Limpador festa flores bouquet 500 ml aja                ;2;10.5;21;XPTO;70;BRUNELLO FASANO
208831;31066;Saco alvejado grande un                ;2;4.39;8.78;XPTO;70;BRUNELLO FASANO
